Model,Type,Splitting,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2,Time
GradientBoostingTreeRegressor,default,block_splits,all_features,"[20, 5, 0.1, 42]",2669.1841572403728,25231291.611180738,2180.6326639129047,0.04621478698299576,0.45914851126866285,0.45873604111519767,6.512178659439087
GradientBoostingTreeRegressor,default,block_splits,most_rel_features,"[20, 5, 0.1, 42]",2706.1173918924405,26165232.664859865,2240.512727218465,0.04757629915314812,0.425849678468161,0.4254118135899671,5.8877545356750485
GradientBoostingTreeRegressor,default,block_splits,least_rel_features,"[20, 5, 0.1, 42]",5973.335951026518,70126877.27506669,5292.379004717024,0.15784671305224465,-10.459763148243045,-10.468502719757435,5.544515132904053
GradientBoostingTreeRegressor,default_norm,block_splits,all_features,"[20, 5, 0.1, 42]",4551.614569838636,42071710.22400088,3765.261928042496,0.08976886215417892,-0.9461779996765631,-0.9476622155009113,5.789906740188599
GradientBoostingTreeRegressor,default_norm,block_splits,most_rel_features,"[20, 5, 0.1, 42]",5648.630787238365,55760434.9789201,5029.952616660945,0.1250009414858868,-4.2917540615121315,-4.295789717612427,5.550788116455078
GradientBoostingTreeRegressor,default_norm,block_splits,least_rel_features,"[20, 5, 0.1, 42]",8308.03683082952,115396107.89785075,6854.019144803754,0.1859632337432393,-10.25290315402324,-10.261484967677406,5.804623556137085
GradientBoostingTreeRegressor,cross_val,block_splits,most_rel_features,"[30, 3, 0.5, 42]",3032.844807126622,34089382.504398026,2545.5243351856875,0.05356602132342455,0.38370250389834326,0.38323249627500544,4.779091215133667
