Model,Type,Splitting,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2,Time
GeneralizedLinearRegression,default_norm,block_splits,all_features,"[25, 0]",2072.0235937584825,7790524.880891189,1732.276249020977,0.04826524746835241,0.3123669864061692,0.3118425761002825,0.806786298751831
GeneralizedLinearRegression,cross_val,block_splits,all_features,"[5, 0, 'gaussian', 'log']",2072.0235937584825,7790524.880891189,1732.276249020977,0.04826524746835241,0.3123669864061692,0.3118425761002825,0.4262418270111084
