Model,Type,Splitting,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2,Time
GeneralizedLinearRegression,default,block_splits,all_features,"[25, 0]",17.95715088649876,406.86945736296605,14.931154646563737,0.0005703900014240035,0.9998424851274279,0.9998423650016909,1.1000506401062011
GeneralizedLinearRegression,default,block_splits,most_rel_features,"[25, 0]",10.66215433405679,154.96623014445697,8.33149782098798,0.0002515262153938944,0.9999754092666372,0.9999753905129797,0.394765043258667
GeneralizedLinearRegression,default,block_splits,least_rel_features,"[25, 0]",17781.16237788932,565567392.9839853,15333.291889530836,0.48318215376591356,-117.95170349584396,-118.04241976161772,0.42580785751342776
GeneralizedLinearRegression,default_norm,block_splits,all_features,"[25, 0]",2072.0235937584825,7790524.880891189,1732.276249020977,0.04826524746835241,0.3123669864061692,0.3118425761002825,0.6284184455871582
GeneralizedLinearRegression,default_norm,block_splits,most_rel_features,"[25, 0]",5808.0605287120325,60267105.192176744,5314.9592407354985,0.1468658797636047,-8.76483330541642,-8.772280270758968,0.3414455413818359
GeneralizedLinearRegression,default_norm,block_splits,least_rel_features,"[25, 0]",13603.989444601984,336495347.46034485,12057.571091675629,0.34109243455957117,-46.188761097391634,-46.22474871309984,0.40085840225219727
GeneralizedLinearRegression,cross_val,block_splits,all_features,"[5, 0, 'gaussian', 'log']",2072.0235937584825,7790524.880891189,1732.276249020977,0.04826524746835241,0.3123669864061692,0.3118425761002825,0.3078164100646973
