Model,Type,Dataset,Splitting,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2,Time
GeneralizedLinearRegression,default_norm,valid,block_splits,base_and_least_corr_features_norm,"[25, 0]",2227.4122782474115,8171259.334528302,1870.345923348686,0.05248040839461847,-1.631054466222044,-1.6330625215292158,0.3633261203765869
GeneralizedLinearRegression,cross_val,valid,block_splits,base_and_least_corr_features_norm,"[5, 0.1, 'gaussian', 'log']",1613.0551497087545,4358777.254406452,1318.116337331942,0.03678153723418901,0.25317455856081866,0.2526045715801363,0.24177336692810059
