Model,Type,Dataset,Splitting,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2,Time
GradientBoostingTreeRegressor,default,valid,block_splits,all_features,"[20, 5, 0.1, 42]",2669.1841572403728,25231291.611180738,2180.6326639129047,0.04621478698299576,0.45914851126866285,0.45873604111519767,9.01125373840332
GradientBoostingTreeRegressor,default,valid,block_splits,most_rel_features,"[20, 5, 0.1, 42]",2706.1173918924405,26165232.664859865,2240.512727218465,0.04757629915314812,0.425849678468161,0.4254118135899671,7.130208301544189
GradientBoostingTreeRegressor,default,valid,block_splits,least_rel_features,"[20, 5, 0.1, 42]",5973.335951026518,70126877.27506669,5292.379004717024,0.15784671305224465,-10.459763148243045,-10.468502719757435,6.914504289627075
GradientBoostingTreeRegressor,default_norm,valid,block_splits,all_features_norm,"[20, 5, 0.1, 42]",4551.614569838636,42071710.22400088,3765.261928042496,0.08976886215417892,-0.9461779996765631,-0.9476622155009113,8.193413639068604
GradientBoostingTreeRegressor,default_norm,valid,block_splits,most_rel_features_norm,"[20, 5, 0.1, 42]",5648.630787238365,55760434.9789201,5029.952616660945,0.1250009414858868,-4.2917540615121315,-4.295789717612427,6.474316549301148
GradientBoostingTreeRegressor,default_norm,valid,block_splits,least_rel_features_norm,"[20, 5, 0.1, 42]",8308.03683082952,115396107.89785075,6854.019144803754,0.1859632337432393,-10.25290315402324,-10.261484967677406,6.815347671508789
GradientBoostingTreeRegressor,cross_val,valid,block_splits,all_features,"[10, 3, 0.7, 42]",2819.5138884112716,24026333.214869887,2332.7482367526013,0.05702093112719849,0.16358588565210896,0.16294801025508482,2.5754730224609377
