Model,Type,Dataset,Splitting,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2,Time
GradientBoostingTreeRegressor,default,valid,block_splits,all_features,"[20, 5, 0.1, 42]",2669.1841572403728,25231291.611180738,2180.6326639129047,0.04621478698299576,0.45914851126866285,0.45873604111519767,9.01125373840332
GradientBoostingTreeRegressor,cross_val,valid,block_splits,all_features,"[10, 3, 0.7, 42]",2819.5138884112716,24026333.214869887,2332.7482367526013,0.05702093112719849,0.16358588565210896,0.16294801025508482,2.5754730224609377
