Model,Type,Dataset,Splitting,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2,Time
LinearRegression,default_norm,valid,block_splits,base_and_least_corr_features_norm,"[100, 0.0, 0.0]",2227.4122782474115,8171259.334528302,1870.345923348686,0.05248040839461847,-1.631054466222044,-1.6330625215292158,0.6215385913848877
LinearRegression,cross_val,valid,block_splits,base_and_least_corr_features_norm,"[5, 0.8, 0.0]",1032.7046129954717,1732494.8376053725,776.5576255953387,0.022808847439344786,0.5830058522865977,0.5826875968790699,0.5005631923675538
