Model,Type,Dataset,Splitting,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2,Time
GradientBoostingTreeRegressor,default,valid,walk_forward_splits,most_rel_features,"[20, 5, 0.1, 42]",2164.790803673308,12461188.341460504,1671.4216630355031,0.05880307937993612,-0.03160237280014876,-0.03242848080639507,5.323190223086964
GradientBoostingTreeRegressor,cross_val,valid,walk_forward_splits,most_rel_features,"[10, 3, 0.5, 42]",2248.6202735525094,12352929.15210154,1779.263913500619,0.06204802049660509,0.0077442998821154515,0.006949700722861874,1.8774903470819646
