Model,Type,Dataset,Splitting,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2,Time
GradientBoostingTreeRegressor,default,valid,walk_forward_splits,base_features,"[20, 5, 0.1, 42]",2364.160980888992,16048350.63955627,1891.3995564313277,0.06490785999326866,-0.30597426964026003,-0.30702009488121307,5.148460171439431
GradientBoostingTreeRegressor,default,valid,walk_forward_splits,base_and_most_corr_features,"[20, 5, 0.1, 42]",2415.1176121231106,15950363.318286521,1930.2833914402684,0.06667156482756005,-0.5329364939300643,-0.5341640707019802,5.182256297631697
GradientBoostingTreeRegressor,default,valid,walk_forward_splits,base_and_least_corr_features,"[20, 5, 0.1, 42]",2736.673529548045,20831059.230050776,2226.8816067747352,0.08133765366831981,-1.825027777292462,-1.827290061798802,5.444863384420222
GradientBoostingTreeRegressor,default_norm,valid,walk_forward_splits,base_features_norm,"[20, 5, 0.1, 42]",2585.2415234581954,16548862.549346726,2040.6507138037914,0.07009164532390137,-0.4939659478540505,-0.49516231698146124,5.335499774325978
GradientBoostingTreeRegressor,default_norm,valid,walk_forward_splits,base_and_most_corr_features_norm,"[20, 5, 0.1, 42]",2883.2380291978316,19526240.015764542,2358.525546560509,0.07904825704001878,-0.7677239033698018,-0.7691394980872149,5.532986478372053
GradientBoostingTreeRegressor,default_norm,valid,walk_forward_splits,base_and_least_corr_features_norm,"[20, 5, 0.1, 42]",4845.856536118201,38938018.51948908,4119.059003129513,0.12408499985881973,-3.0704065708051527,-3.0736661556466385,5.606795928694985
GradientBoostingTreeRegressor,cross_val,valid,walk_forward_splits,base_features,"[20, 3, 0.7, 42]",2665.683991022308,17615183.26058401,2144.798022681569,0.07117733892481518,-0.42870538731358265,-0.42984949573185194,3.2755708911202173
