Model,Type,Dataset,Splitting,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2,Time
RandomForestRegressor,default,valid,walk_forward_splits,base_features,"[20, 5, 42]",2370.5199702146924,15606973.888330834,1896.375868412456,0.0654327075849716,-0.30570707528572777,-0.30675268655722765,0.8053304065357555
RandomForestRegressor,cross_val,valid,walk_forward_splits,base_features,"[10, 10, 42]",2317.720798761777,15067472.17492685,1860.292780840395,0.06412478804797471,-0.24825252462281863,-0.24925212624413826,1.214137781750072
