Model,Type,Dataset,Splitting,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2,Time
LinearRegression,default,valid,walk_forward_splits,base_features,"[100, 0.0, 0.0]",10.149806529013077,144.22965364265426,7.225374346975448,0.00021959956708271432,0.9999790550190344,0.999979038246277,0.3816128102215854
LinearRegression,default,valid,walk_forward_splits,base_and_most_corr_features,"[100, 0.0, 0.0]",15.620374435685113,341.4771736178596,12.467852742956586,0.0004109610384432925,0.999892584419042,0.9998924984005587,0.3596080541610718
LinearRegression,default,valid,walk_forward_splits,base_and_least_corr_features,"[100, 0.0, 0.0]",21.541681296998892,916.2114539097712,15.600487748600234,0.00045027152686542236,0.9999382999279883,0.999938250518521,0.4579910473390059
LinearRegression,default_norm,valid,walk_forward_splits,base_features_norm,"[100, 0.0, 0.0]",4375.915427609979,39714938.52476159,3734.1292102002785,0.11725058654955102,-8.12056218091688,-8.12786593441511,0.3347715572877364
LinearRegression,default_norm,valid,walk_forward_splits,base_and_most_corr_features_norm,"[100, 0.0, 0.0]",6662.119726219375,135092628.23486164,5598.776133546306,0.1740559558361538,-17.5737283679007,-17.588602224451567,0.36357851461930707
LinearRegression,default_norm,valid,walk_forward_splits,base_and_least_corr_features_norm,"[100, 0.0, 0.0]",1743.6253460279681,5340020.88711163,1496.8043615712168,0.04378498878355481,0.3604276243046048,0.35991545423397786,0.4299519712274725
LinearRegression,cross_val,valid,walk_forward_splits,base_features_norm,"[5, 0.0, 0.0]",1664.415862395309,4874436.169327985,1430.4741802266233,0.04173117679831285,0.4359869573083815,0.435535295212132,0.34680591930042615
