Model,Type,Splitting,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2,Time
LinearRegression,default_norm,walk_forward_splits,all_features,"[100, 0.0, 0.0]",2547.8560942595873,18360147.69289412,2145.693637139703,0.062407728907126064,-0.5050447148765951,-0.5062499558895094,0.7310937643051147
LinearRegression,cross_val,walk_forward_splits,all_features,"[5, 0.0, 0.0]",2617.0629512371847,17097961.4126892,2281.635510500915,0.06437895878550105,-0.16374252171966852,-0.16467444766298764,0.47448937459425494
