Date,Open,High,Low,Close,Adj Close,Volume
2020-08-14,0.08657699823379517,0.08657699823379517,0.05959700047969818,0.0656450018286705,0.0656450018286705,118988161
2020-08-15,0.06607700139284134,0.06950899958610535,0.04898500069975853,0.050964001566171646,0.050964001566171646,36213441
2020-08-16,0.05143800005316734,0.06950800120830536,0.04806400090456009,0.060846999287605286,0.060846999287605286,33023213
2020-08-17,0.060846999287605286,0.06507299840450287,0.05252499878406525,0.053998999297618866,0.053998999297618866,11686493
2020-08-18,0.053784001618623734,0.060989998281002045,0.05067500099539757,0.05169999971985817,0.05169999971985817,7401293
2020-08-19,0.0516900010406971,0.05714999884366989,0.04809800162911415,0.05209499970078468,0.05209499970078468,7375433
2020-08-20,0.05209499970078468,0.05732500180602074,0.05079999938607216,0.053647998720407486,0.053647998720407486,7332475
2020-08-21,0.053644001483917236,0.053738001734018326,0.044234998524188995,0.044234998524188995,0.044234998524188995,5121097
2020-08-22,0.044394999742507935,0.049010999500751495,0.04069200158119202,0.046011000871658325,0.046011000871658325,4347394
2020-08-23,0.045990001410245895,0.04823699966073036,0.041965000331401825,0.04400699958205223,0.04400699958205223,3114426
2020-08-24,0.04390199854969978,0.05354300141334534,0.04217800125479698,0.051298998296260834,0.051298998296260834,7868186
2020-08-25,0.050895001739263535,0.056846000254154205,0.04576899856328964,0.04808000102639198,0.04808000102639198,5842509
2020-08-26,0.04808000102639198,0.05879399925470352,0.04712500050663948,0.058100998401641846,0.058100998401641846,8339238
2020-08-27,0.0583220012485981,0.07506699860095978,0.05446600168943405,0.07370799779891968,0.07370799779891968,34658386
2020-08-28,0.07421600073575974,0.08230700343847275,0.06922300159931183,0.06964199990034103,0.06964199990034103,25598530
2020-08-29,0.06965799629688263,0.07442999631166458,0.06589899957180023,0.07250899821519852,0.07250899821519852,11274342
2020-08-30,0.0728830024600029,0.07394400238990784,0.06474100053310394,0.06664200127124786,0.06664200127124786,9422027
2020-08-31,0.06691300123929977,0.07812400162220001,0.06691300123929977,0.07018399983644485,0.07018399983644485,13825613
2020-09-01,0.07016800343990326,0.070872001349926,0.05958700180053711,0.05990099906921387,0.05990099906921387,14081069
2020-09-02,0.059741999953985214,0.06085899844765663,0.05113599821925163,0.05907199904322624,0.05907199904322624,10893388
2020-09-03,0.058931998908519745,0.05954800173640251,0.043841999024152756,0.04433500021696091,0.04433500021696091,5884472
2020-09-04,0.0439630001783371,0.04749000072479248,0.03895200043916702,0.045430999249219894,0.045430999249219894,5619298
