Date,Open,High,Low,Close,Adj Close,Volume
2021-03-27,3.338594913482666,6.328707218170166,3.338594913482666,5.577794075012207,5.577794075012207,17879243
2021-03-28,5.577805042266846,6.39939022064209,4.1947832107543945,4.719497203826904,4.719497203826904,10305014
2021-03-29,4.720232963562012,5.839391231536865,4.440442085266113,5.165211200714111,5.165211200714111,6621323
2021-03-30,5.165546894073486,5.206933975219727,3.7007670402526855,4.190885066986084,4.190885066986084,5323725
2021-03-31,4.189949989318848,4.253042221069336,3.3444058895111084,4.030385971069336,4.030385971069336,4278736
2021-04-01,4.021484851837158,4.218175888061523,3.6063120365142822,3.7747530937194824,3.7747530937194824,1878471
2021-04-02,3.7914929389953613,4.364211082458496,3.4385669231414795,3.949704885482788,3.949704885482788,2148301
2021-04-03,3.9577419757843018,4.018369197845459,3.62158203125,3.793797016143799,3.793797016143799,883378
2021-04-04,3.7835800647735596,4.205597877502441,3.665771007537842,4.018248081207275,4.018248081207275,1346787
2021-04-05,4.015696048736572,4.027098178863525,3.405493974685669,3.5851519107818604,3.5851519107818604,1209201
2021-04-06,3.58866810798645,3.734282970428467,2.7854390144348145,3.1057279109954834,3.1057279109954834,2117271
2021-04-07,3.1054110527038574,4.128636837005615,2.384816884994507,3.5191590785980225,3.5191590785980225,3716560
2021-04-08,3.507638931274414,4.257143974304199,3.3716790676116943,3.8819220066070557,3.8819220066070557,1849465
2021-04-09,3.8815019130706787,4.119266033172607,3.256688117980957,3.7057929039001465,3.7057929039001465,2081903
2021-04-10,3.7061591148376465,3.7061591148376465,2.931191921234131,3.001465082168579,3.001465082168579,1274470
2021-04-11,3.001923084259033,3.199270009994507,2.9290430545806885,3.012990951538086,3.012990951538086,928206
2021-04-12,3.0127201080322266,3.197873115539551,2.7132320404052734,2.9290249347686768,2.9290249347686768,1545668
2021-04-13,2.9291911125183105,4.506622791290283,2.688364028930664,3.0325489044189453,3.0325489044189453,1959378
2021-04-14,3.037554979324341,3.137829065322876,2.8062000274658203,2.858912944793701,2.858912944793701,1204321
2021-04-15,2.8596160411834717,2.9056708812713623,2.5727570056915283,2.7142820358276367,2.7142820358276367,844965
2021-04-16,2.7127199172973633,2.76444411277771,2.1304759979248047,2.526298999786377,2.526298999786377,1678393
2021-04-17,2.5266239643096924,2.709280014038086,2.3771839141845703,2.3771839141845703,2.3771839141845703,459144
2021-04-18,2.374922037124634,2.4032559394836426,2.0574378967285156,2.262105941772461,2.262105941772461,539965
2021-04-19,2.263624906539917,2.5833499431610107,2.1067259311676025,2.206737995147705,2.206737995147705,642585
2021-04-20,2.2033441066741943,2.5373809337615967,2.005418062210083,2.5094010829925537,2.5094010829925537,583135
2021-04-21,2.5143868923187256,2.6129798889160156,2.231839895248413,2.2658019065856934,2.2658019065856934,877948
2021-04-22,2.2683770656585693,2.468224048614502,2.2011659145355225,2.233647108078003,2.233647108078003,609999
2021-04-23,2.2320210933685303,2.3457040786743164,1.9418549537658691,2.1515750885009766,2.1515750885009766,762749
2021-04-24,2.1513218879699707,2.1513218879699707,1.898851990699768,1.9582070112228394,1.9582070112228394,354601
2021-04-25,1.956652045249939,2.132589101791382,1.8208309412002563,1.9891079664230347,1.9891079664230347,457025
2021-04-26,1.9905680418014526,2.239656925201416,1.977180004119873,2.114690065383911,2.114690065383911,436168
2021-04-27,2.1137170791625977,2.278923988342285,2.070596933364868,2.153883934020996,2.153883934020996,643168
2021-04-28,2.15413498878479,2.1797170639038086,2.0508389472961426,2.1031711101531982,2.1031711101531982,684905
2021-04-29,2.103276014328003,2.189613103866577,1.9876480102539062,2.053725004196167,2.053725004196167,433340
2021-04-30,2.0529990196228027,2.0564351081848145,1.7995150089263916,1.8966120481491089,1.8966120481491089,599230
2021-05-01,1.8964279890060425,2.0015339851379395,1.850993037223816,1.9436349868774414,1.9436349868774414,632579
2021-05-02,1.9441250562667847,1.9637999534606934,1.7621029615402222,1.9217970371246338,1.9217970371246338,472594
2021-05-03,1.9402400255203247,2.295607089996338,1.8888620138168335,2.2877159118652344,2.2877159118652344,651891
2021-05-04,2.2911219596862793,2.3156659603118896,1.932921051979065,1.9804420471191406,1.9804420471191406,684590
2021-05-05,1.9402899742126465,2.114619016647339,1.8922189474105835,2.114619016647339,2.114619016647339,608023
2021-05-06,2.114150047302246,2.1254398822784424,1.9342420101165771,2.090437889099121,2.090437889099121,545950
2021-05-07,2.090080976486206,2.129818916320801,1.9437119960784912,1.9524799585342407,1.9524799585342407,641968
2021-05-08,1.9522440433502197,2.238107919692993,1.9227910041809082,2.1916310787200928,2.1916310787200928,406122
2021-05-09,2.1916871070861816,2.2137351036071777,2.0228729248046875,2.090069055557251,2.090069055557251,496727
2021-05-10,2.0898940563201904,2.231431007385254,1.8641060590744019,1.882828950881958,1.882828950881958,429979
2021-05-11,1.883829951286316,2.000349998474121,1.7983360290527344,1.941851019859314,1.941851019859314,357506
2021-05-12,1.9419080018997192,1.9903939962387085,1.6801979541778564,1.6801979541778564,1.6801979541778564,434098
2021-05-13,1.6728910207748413,1.7395190000534058,1.5095219612121582,1.5333889722824097,1.5333889722824097,333871
2021-05-14,1.53267502784729,1.704893946647644,1.5296210050582886,1.6573270559310913,1.6573270559310913,266902
2021-05-15,1.6568820476531982,1.684262990951538,1.5068860054016113,1.571889042854309,1.571889042854309,537940
2021-05-16,1.5695220232009888,1.6796599626541138,1.3985730409622192,1.465474009513855,1.465474009513855,443287
2021-05-17,1.4678250551223755,1.4776420593261719,1.291748046875,1.3042830228805542,1.3042830228805542,364471
2021-05-18,1.3075640201568604,1.4422849416732788,1.291260004043579,1.3934930562973022,1.3934930562973022,305028
2021-05-19,1.3922059535980225,1.4489020109176636,0.9689630270004272,1.0102009773254395,1.0102009773254395,818374
2021-05-20,1.0071560144424438,1.201069951057434,0.9112430214881897,1.0950299501419067,1.0950299501419067,410337
2021-05-21,1.0955549478530884,1.1795400381088257,0.8798379898071289,0.9625260233879089,0.9625260233879089,389588
2021-05-22,0.9635270237922668,0.9953219890594482,0.8630279898643494,0.907476007938385,0.907476007938385,249406
2021-05-23,0.906000018119812,0.933899998664856,0.7488420009613037,0.8138880133628845,0.8138880133628845,383409
2021-05-24,0.8127689957618713,0.9895390272140503,0.8127689957618713,0.9780330061912537,0.9780330061912537,301353
2021-05-25,0.9789559841156006,1.0118459463119507,0.8752430081367493,0.9434890151023865,0.9434890151023865,295960
2021-05-26,0.9450240135192871,1.005763053894043,0.9348170161247253,0.966763973236084,0.966763973236084,223490
2021-05-27,0.9669479727745056,0.9825839996337891,0.8927260041236877,0.9161499738693237,0.9161499738693237,291945
2021-05-28,0.9171109795570374,0.9311760067939758,0.8455079793930054,0.8866469860076904,0.8866469860076904,359067
2021-05-29,0.8853809833526611,0.9224240183830261,0.8229799866676331,0.8479400277137756,0.8479400277137756,243268
2021-05-30,0.8486909866333008,0.9109050035476685,0.8242890238761902,0.9049800038337708,0.9049800038337708,117251
2021-05-31,0.904354989528656,0.9891980290412903,0.8818860054016113,0.9891390204429626,0.9891390204429626,156949
2021-06-01,0.9896450042724609,1.0056289434432983,0.940222978591919,0.9834690093994141,0.9834690093994141,220770
2021-06-02,0.9836440086364746,1.0138609409332275,0.9661989808082581,0.9987639784812927,0.9987639784812927,82214
2021-06-03,0.9981819987297058,1.094722032546997,0.9954180121421814,1.0843449831008911,1.0843449831008911,278593
2021-06-04,1.0846259593963623,1.2209340333938599,1.0421680212020874,1.200855016708374,1.200855016708374,710655
2021-06-05,1.1986730098724365,1.2501189708709717,1.148089051246643,1.1567950248718262,1.1567950248718262,428788
2021-06-06,1.155089020729065,1.194808006286621,1.1208009719848633,1.1474790573120117,1.1474790573120117,244993
2021-06-07,1.1477500200271606,1.2345069646835327,1.077180027961731,1.0865139961242676,1.0865139961242676,297087
2021-06-08,1.0872039794921875,1.1060450077056885,0.9021530151367188,0.9296839833259583,0.9296839833259583,437514
2021-06-09,0.9298959970474243,0.9518380165100098,0.9045810103416443,0.9330520033836365,0.9330520033836365,279930
2021-06-10,0.9325029850006104,0.9746350049972534,0.8476719856262207,0.8518829941749573,0.8518829941749573,306461
2021-06-11,0.8518000245094299,0.8614910244941711,0.757610023021698,0.7695419788360596,0.7695419788360596,178659
2021-06-12,0.7695109844207764,0.7894859910011292,0.6897720098495483,0.7154430150985718,0.7154430150985718,290254
2021-06-13,0.7157170176506042,0.8265619874000549,0.7157170176506042,0.8154090046882629,0.8154090046882629,291345
2021-06-14,0.8153790235519409,0.8415719866752625,0.7840059995651245,0.8398420214653015,0.8398420214653015,225987
2021-06-15,0.8281769752502441,0.8512369990348816,0.7532510161399841,0.7915189862251282,0.7915189862251282,160543
2021-06-16,0.7622849941253662,0.8117939829826355,0.7222579717636108,0.7597590088844299,0.7597590088844299,166531
2021-06-17,0.7602440118789673,0.778219997882843,0.6861220002174377,0.7229670286178589,0.7229670286178589,172862
2021-06-18,0.723006010055542,0.741129994392395,0.6317189931869507,0.6639249920845032,0.6639249920845032,160715
2021-06-19,0.6641240119934082,0.751246988773346,0.6390150189399719,0.7042739987373352,0.7042739987373352,181135
2021-06-20,0.7047979831695557,0.7613099813461304,0.6547229886054993,0.704912006855011,0.704912006855011,151015
2021-06-21,0.7047309875488281,0.7427459955215454,0.6170589923858643,0.6255940198898315,0.6255940198898315,161749
2021-06-22,0.6249529719352722,0.669514000415802,0.4748240113258362,0.573291003704071,0.573291003704071,343820
2021-06-23,0.5736100077629089,0.6295440196990967,0.5674070119857788,0.606115996837616,0.606115996837616,185305
2021-06-24,0.6239830255508423,0.6497219800949097,0.6050699949264526,0.6234260201454163,0.6234260201454163,147406
2021-06-25,0.6234689950942993,0.6513829827308655,0.5658389925956726,0.5746210217475891,0.5746210217475891,167270
2021-06-26,0.5743560194969177,0.6044440269470215,0.543425977230072,0.58330899477005,0.58330899477005,146436
2021-06-27,0.582364022731781,0.6179590225219727,0.5616300106048584,0.6070079803466797,0.6070079803466797,176093
2021-06-28,0.6076310276985168,0.6536870002746582,0.5879030227661133,0.6496750116348267,0.6496750116348267,291652
2021-06-29,0.6494349837303162,0.6848729848861694,0.6357579827308655,0.6390519738197327,0.6390519738197327,165733
2021-06-30,0.6386550068855286,0.6793919801712036,0.5991020202636719,0.6564800143241882,0.6564800143241882,256675
2021-07-01,0.6570730209350586,0.6591899991035461,0.6088899970054626,0.6349300146102905,0.6349300146102905,132062
2021-07-02,0.6355050206184387,0.6794559955596924,0.5968930125236511,0.6492869853973389,0.6492869853973389,131956
2021-07-03,0.6493740081787109,0.6770269870758057,0.6192110180854797,0.6722589731216431,0.6722589731216431,145482
2021-07-04,0.6720880270004272,0.7101920247077942,0.6220880150794983,0.6857619881629944,0.6857619881629944,160947
2021-07-05,0.6859260201454163,0.7367969751358032,0.6556980013847351,0.7261239886283875,0.7261239886283875,750581
2021-07-06,0.7256230115890503,0.7583060264587402,0.6860929727554321,0.7134529948234558,0.7134529948234558,279746
2021-07-07,0.7139260172843933,0.7647290229797363,0.7051380276679993,0.7420430183410645,0.7420430183410645,339124
2021-07-08,0.7423179745674133,0.8028079867362976,0.7243499755859375,0.7389410138130188,0.7389410138130188,419462
