Model,Type,Dataset,Splitting,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2,Time
LinearRegression,default_norm,valid,single_split,base_and_most_corr_features_norm,"[100, 0.0, 0.0]",829.0372370663741,687302.7404426474,672.3622734429771,0.02283848312113026,-3.016081039637271,-3.0214880824371866,0.4825410842895508
LinearRegression,tuned,valid,single_split,base_and_most_corr_features_norm,"[100, 0.4, 0.4]",740.8632922871659,548878.4178585786,598.6590064907083,0.020342042245275013,-2.207233257368169,-2.2115513095490753,0.4489743709564209
