Model,Type,Splitting,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2,Time
GeneralizedLinearRegression,default_norm,single_split,all_features,"[25, 0]",3160.659705078675,9989769.771308018,3084.6158252091577,0.11580076734673408,-23.322588057215146,-23.355334725753973,0.4404587745666504
GeneralizedLinearRegression,final_validated,single_split,all_features,"[5, 0.2, 'gaussian', 'log']",747.6480050864595,558977.5395097625,692.7523353046402,0.025864608608569463,-0.36097034646189696,-0.3628026862080591,0.35855889320373535
