Model,Type,Dataset,Splitting,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2,Time
GeneralizedLinearRegression,default,valid,single_split,least_rel_features,"[25, 0]",2993.399964893238,8960443.34982284,2536.922543733052,0.09579562587395668,-20.8164359536804,-20.845808469269336,0.46979641914367676
GeneralizedLinearRegression,tuned,valid,single_split,least_rel_features,"[5, 0.2, 'gaussian', 'log']",6641.173134087253,44105180.59692231,6189.630057350263,0.23323138046155706,-106.38507126852015,-106.52964894777766,0.31973814964294434
