Model,Type,Splitting,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2,Time
LinearRegression,default_norm,single_split,all_features,"[100, 0.0, 0.0]",3160.659705078675,9989769.771308018,3084.6158252091577,0.11580076734673408,-23.322588057215146,-23.355334725753973,0.7817137241363525
LinearRegression,final_validated,single_split,all_features,"[5, 0.0, 0.0]",3160.659705078675,9989769.771308018,3084.6158252091577,0.11580076734673408,-23.322588057215146,-23.355334725753973,0.4522390365600586
