Model,Type,Dataset,Splitting,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2,Time
GeneralizedLinearRegression,default,valid,single_split,base_features,"[25, 0]",2.6834944936401754,7.201142697397142,1.9938407942504406,6.73531030551495e-05,0.9999579219302515,0.9999578652785251,1.2353336811065674
GeneralizedLinearRegression,default,valid,single_split,base_and_most_corr_features,"[25, 0]",2.746863963862132,7.545261635964385,2.0494224714318756,6.91730597705313e-05,0.9999559111576133,0.9999558517986872,0.5150182247161865
GeneralizedLinearRegression,default,valid,single_split,base_and_least_corr_features,"[25, 0]",5.350591210363116,28.628826300415035,4.869163411818078,0.00016493952480093474,0.9998327146398134,0.9998324894154981,0.49958014488220215
GeneralizedLinearRegression,default_norm,valid,single_split,base_features_norm,"[25, 0]",3225.2737671389705,10402390.872994807,3159.373043855477,0.1069167428603383,-59.78375989745723,-59.86559599290988,0.44615697860717773
GeneralizedLinearRegression,default_norm,valid,single_split,base_and_most_corr_features_norm,"[25, 0]",829.0372370663741,687302.7404426474,672.3622734429771,0.02283848312113026,-3.016081039637271,-3.0214880824371866,0.3979527950286865
GeneralizedLinearRegression,default_norm,valid,single_split,base_and_least_corr_features_norm,"[25, 0]",1586.5592301468553,2517170.1907641822,1559.5445554618757,0.05270761907594482,-13.708452159171527,-13.728254854774583,0.4458630084991455
GeneralizedLinearRegression,cross_val,valid,walk_forward_splits,base_and_most_corr_features_norm,"[5, 0.2, 'gaussian', 'log']",5650.661858793925,58035613.18542955,4698.380060547092,0.2149625791438905,-22.606790254463245,-22.62569459100336,0.2797727584838867
GeneralizedLinearRegression,tuned,valid,single_split,base_and_most_corr_features_norm,"[5, 0.2, 'gaussian', 'log']",826.8801930345411,683730.85363284,670.7453040766078,0.02278309616486229,-2.9952096156657046,-3.0005885582650524,0.4159872531890869
GeneralizedLinearRegression,final,train,whole_train_valid,base_and_most_corr_features_norm,"[5, 0.2, 'gaussian', 'log']",3083.3280475381034,9506911.848735133,2471.2496726679537,0.09148258301893475,0.942279355529326,0.9422760607369195,0.4768075942993164
