Model,Type,Dataset,Splitting,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2,Time
RandomForestRegressor,default,valid,single_split,base_features,"[20, 5, 42]",295.7765781703913,87483.78419418559,257.1630209654334,0.00871798641350476,0.48881046691053376,0.48812222788920834,2.542515516281128
RandomForestRegressor,default,valid,single_split,base_and_most_corr_features,"[20, 5, 42]",344.5976140465546,118747.51560657822,303.1157161562071,0.010279973280132679,0.3061287001060561,0.3051945078477001,1.694643259048462
RandomForestRegressor,default,valid,single_split,base_and_least_corr_features,"[20, 5, 42]",616.0931158011002,379570.7273375079,567.2988721438761,0.01927892866338055,-1.2179262667856299,-1.2209123674477445,1.7409429550170898
RandomForestRegressor,default_norm,valid,single_split,base_features_norm,"[20, 5, 42]",1103.420086113996,1217535.8864398184,984.0273600338621,0.03319202210246615,-6.114365331149061,-6.123943742904227,1.4380462169647217
RandomForestRegressor,default_norm,valid,single_split,base_and_most_corr_features_norm,"[20, 5, 42]",1512.3826250341892,2287301.2045053053,1424.0941375432967,0.04806207413026406,-12.365270438812956,-12.38326474435158,1.5438337326049805
RandomForestRegressor,default_norm,valid,single_split,base_and_least_corr_features_norm,"[20, 5, 42]",2201.288307290764,4845670.211815036,2168.9874444452803,0.07314768496355559,-27.31445754089699,-27.352578655055048,1.6777317523956299
RandomForestRegressor,cross_val,valid,walk_forward_splits,base_features,"[5, 10, 42]",1596.2237973466458,8041507.8599207895,1298.4573719085972,0.05076361620557814,0.12305175227022006,0.12234949141117717,0.8920697450637818
RandomForestRegressor,tuned,valid,single_split,base_features,"[5, 10, 42]",287.79085178416597,82823.5743706558,185.88330140471962,0.006263390972057337,0.5160412332260524,0.5153896562933376,1.2678308486938477
RandomForestRegressor,final,train,whole_train_valid,base_features,"[5, 10, 42]",293.2707562019559,86007.73644326706,151.1616600858564,0.004176035305544959,0.9994778091923058,0.9994777793847677,1.4847848415374756
