Model,Type,Cv,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2
LinearRegression,default,walk_forward_splits,all_features,"[100, 0.0, 0.0]",32.04466,3.40E+03,25.879043,0.001442,0.999571,0.99957
LinearRegression,default,walk_forward_splits,most_corr_features,"[100, 0.0, 0.0]",42.437043,5.00E+03,34.015584,0.001919,0.999297,0.999297
LinearRegression,default,walk_forward_splits,least_corr_features,"[100, 0.0, 0.0]",10956.32679,3.85E+08,9004.743502,0.498658,-94.867603,-94.944374
LinearRegression,default_norm,walk_forward_splits,all_features,"[100, 0.0, 0.0]",3059.26673,2.88E+07,2451.305013,0.153786,-3.9888,-3.992795
LinearRegression,default_norm,walk_forward_splits,most_corr_features,"[100, 0.0, 0.0]",16880.15387,1.21E+09,13418.95895,0.670354,-60.375494,-60.424644
LinearRegression,default_norm,walk_forward_splits,least_corr_features,"[100, 0.0, 0.0]",7720.322256,1.41E+08,6582.698148,0.337594,-15.633178,-15.646498
LinearRegression,final_trained,walk_forward_splits,all_features,"[5, 0.2, 0.0]",2713.326149,2.43E+07,2228.223984,0.129988,-1.898485,-1.900806
LinearRegression,final_validated,walk_forward_splits,all_features,"[5, 0.2, 0.0]",2713.326149,2.43E+07,2228.223984,0.129988,-1.898485,-1.900806
LinearRegression,final_trained,none,all_features,"[5, 0.2, 0.0]",4115.588273,1.69E+07,3205.518537,1.286836,0.936404,0.936402
