Model,Type,Cv,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2
RandomForestRegressor,default,walk_forward_splits,all_features,"[20, 5, 42]",3188.396374,2.65E+07,2604.54949,0.177492,-0.873855,-0.875356
RandomForestRegressor,default,walk_forward_splits,most_corr_features,"[20, 5, 42]",3165.644094,2.68E+07,2598.454175,0.178976,-0.916267,-0.917802
RandomForestRegressor,default,walk_forward_splits,least_corr_features,"[20, 5, 42]",4759.13091,4.70E+07,4037.57537,0.250062,-2.833095,-2.836164
RandomForestRegressor,default_norm,walk_forward_splits,all_features,"[20, 5, 42]",4134.699685,4.02E+07,3517.687092,0.216289,-1.905325,-1.907652
RandomForestRegressor,default_norm,walk_forward_splits,most_corr_features,"[20, 5, 42]",3025.731132,2.59E+07,2537.242562,0.172236,-0.986091,-0.987681
RandomForestRegressor,default_norm,walk_forward_splits,least_corr_features,"[20, 5, 42]",5238.066383,5.59E+07,4540.385265,0.283096,-5.736536,-5.741931
RandomForestRegressor,final_trained,walk_forward_splits,all_features,"[3, 10, 42]",4118.418014,3.93E+07,3496.873847,0.215412,-1.741487,-1.743682
RandomForestRegressor,final_validated,walk_forward_splits,all_features,"[3, 10, 42]",4118.418014,3.93E+07,3496.873847,0.215412,-1.741487,-1.743682
RandomForestRegressor,final_trained,none,all_features,"[3, 10, 42]",444.233306,1.97E+05,267.358815,0.024989,0.999259,0.999259
