Model,Type,Cv,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2
GradientBoostingTreeRegressor,default,walk_forward_splits,all_features,"[20, 5, 0.1, 42]",2598.329637,2.31E+07,2054.845184,0.148875,-0.535756,-0.536985
GradientBoostingTreeRegressor,default,walk_forward_splits,most_corr_features,"[20, 5, 0.1, 42]",2580.879121,2.25E+07,2039.110702,0.14876,-0.528231,-0.529455
GradientBoostingTreeRegressor,default,walk_forward_splits,least_corr_features,"[20, 5, 0.1, 42]",5058.435092,5.08E+07,4249.858853,0.267788,-4.562912,-4.567367
GradientBoostingTreeRegressor,default_norm,walk_forward_splits,all_features,"[20, 5, 0.1, 42]",4303.378031,4.33E+07,3661.204132,0.221389,-2.071441,-2.073901
GradientBoostingTreeRegressor,default_norm,walk_forward_splits,most_corr_features,"[20, 5, 0.1, 42]",2990.958611,2.43E+07,2381.321393,0.161722,-0.829268,-0.830733
GradientBoostingTreeRegressor,default_norm,walk_forward_splits,least_corr_features,"[20, 5, 0.1, 42]",5548.710539,6.09E+07,4671.081653,0.298428,-6.857319,-6.863611
GradientBoostingTreeRegressor,cross_val,walk_forward_splits,all_features,"[10, 5, 0.7, 42]",4396.189659,4.43E+07,3722.879789,0.226735,-2.407317,-2.410046
GradientBoostingTreeRegressor,final_validated,walk_forward_splits,all_features,"[10, 5, 0.7, 42]",4396.189659,4.43E+07,3722.879789,0.226735,-2.407317,-2.410046
GradientBoostingTreeRegressor,final_trained,none,all_features,"[10, 5, 0.7, 42]",928.41342,8.62E+05,607.802642,0.111883,0.996764,0.996764
