Model,Type,Cv,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2
LinearRegression,default,block_splits,all_features,"[100, 0.0, 0.0]",23.113561,1.22E+03,19.870016,0.00093,0.999699,0.999699
LinearRegression,default,block_splits,most_corr_features,"[100, 0.0, 0.0]",20.09497,7.35E+02,16.704669,0.000925,0.999753,0.999753
LinearRegression,default,block_splits,least_corr_features,"[100, 0.0, 0.0]",5691.067686,7.09E+07,4443.4397,0.242547,-32.155078,-32.206263
LinearRegression,default_norm,block_splits,all_features,"[100, 0.0, 0.0]",2328.981168,1.77E+07,1991.916414,0.077513,-1.916,-1.920502
LinearRegression,default_norm,block_splits,most_corr_features,"[100, 0.0, 0.0]",3775.635203,2.14E+07,3124.372094,0.2837,-124.687433,-124.88147
LinearRegression,default_norm,block_splits,least_corr_features,"[100, 0.0, 0.0]",5454.107624,5.84E+07,4498.054709,0.261636,-35.422834,-35.479064
LinearRegression,cross_val,block_splits,most_corr_features,"[5, 0.0, 0.0]",3775.635203,2.14E+07,3124.372094,0.2837,-124.687433,-124.88147
LinearRegression,final_validated,block_splits,most_corr_features,"[5, 0.0, 0.0]",3775.635203,2.14E+07,3124.372094,0.2837,-124.687433,-124.88147
LinearRegression,final_trained,none,most_corr_features,"[5, 0.0, 0.0]",7587.597953,5.76E+07,5819.351258,1.551995,0.78384,0.783833
