Model,Type,Cv,Features,Parameters,RMSE,MSE,MAE,MAPE,R2,Adjusted_R2
GeneralizedLinearRegression,default,block_splits,all_features,"[25, 0]",23.113561,1.22E+03,19.870016,0.00093,0.999699,0.999699
GeneralizedLinearRegression,default,block_splits,most_corr_features,"[25, 0]",20.09497,7.35E+02,16.704669,0.000925,0.999753,0.999753
GeneralizedLinearRegression,default,block_splits,least_corr_features,"[25, 0]",5691.067686,7.09E+07,4443.4397,0.242547,-32.155078,-32.206263
GeneralizedLinearRegression,default_norm,block_splits,all_features,"[25, 0]",2328.981168,1.77E+07,1991.916414,0.077513,-1.916,-1.920502
GeneralizedLinearRegression,default_norm,block_splits,most_corr_features,"[25, 0]",3775.635203,2.14E+07,3124.372094,0.2837,-124.687433,-124.88147
GeneralizedLinearRegression,default_norm,block_splits,least_corr_features,"[25, 0]",5454.107624,5.84E+07,4498.054709,0.261636,-35.422834,-35.479064
GeneralizedLinearRegression,cross_val,block_splits,all_features,"[5, 0.1, gaussian, log]",868.752735,1.22E+06,698.985372,0.049816,0.435771,0.4349
GeneralizedLinearRegression,final_validated,block_splits,all_features,"[5, 0.1, gaussian, log]",868.752735,1.22E+06,698.985372,0.049816,0.435771,0.4349
GeneralizedLinearRegression,final_trained,none,all_features,"[5, 0.1, gaussian, log]",4115.560721,1.69E+07,3205.885586,1.288308,0.936405,0.936403
